"templateId","pokemonId","type","type2","form","candyToEvolve","kmBuddyDistance","purificationStardustNeeded","baseStamina","baseAttack","baseDefense"
"V0250_POKEMON_HO_OH_S","HO_OH","POKEMON_TYPE_FIRE","POKEMON_TYPE_FLYING","HO_OH_S",,20.0,5000,214,239,244
"V0251_POKEMON_CELEBI","CELEBI","POKEMON_TYPE_PSYCHIC","POKEMON_TYPE_GRASS",,,20.0,,225,210,210
"V0252_POKEMON_TREECKO","TREECKO","POKEMON_TYPE_GRASS",,,,3.0,3000,120,124,94
"V0253_POKEMON_GROVYLE","GROVYLE","POKEMON_TYPE_GRASS",,,,3.0,3000,137,172,120
"V0254_POKEMON_SCEPTILE","SCEPTILE","POKEMON_TYPE_GRASS",,,,3.0,3000,172,223,169
"V0255_POKEMON_TORCHIC","TORCHIC","POKEMON_TYPE_FIRE",,,,3.0,3000,128,130,87
"V0255_POKEMON_TORCHIC_NORMAL","TORCHIC","POKEMON_TYPE_FIRE",,"TORCHIC_NORMAL",,3.0,3000,128,130,87
"V0256_POKEMON_COMBUSKEN","COMBUSKEN","POKEMON_TYPE_FIRE","POKEMON_TYPE_FIGHTING",,,3.0,3000,155,163,115
"V0256_POKEMON_COMBUSKEN_NORMAL","COMBUSKEN","POKEMON_TYPE_FIRE","POKEMON_TYPE_FIGHTING","COMBUSKEN_NORMAL",,3.0,3000,155,163,115
"V0257_POKEMON_BLAZIKEN","BLAZIKEN","POKEMON_TYPE_FIRE","POKEMON_TYPE_FIGHTING",,,3.0,3000,190,240,141
"V0257_POKEMON_BLAZIKEN_NORMAL","BLAZIKEN","POKEMON_TYPE_FIRE","POKEMON_TYPE_FIGHTING","BLAZIKEN_NORMAL",,3.0,3000,190,240,141
"V0258_POKEMON_MUDKIP","MUDKIP","POKEMON_TYPE_WATER",,,,3.0,3000,137,126,93
"V0258_POKEMON_MUDKIP_NORMAL","MUDKIP","POKEMON_TYPE_WATER",,"MUDKIP_NORMAL",,3.0,3000,137,126,93
"V0259_POKEMON_MARSHTOMP","MARSHTOMP","POKEMON_TYPE_WATER","POKEMON_TYPE_GROUND",,,3.0,3000,172,156,133
"V0259_POKEMON_MARSHTOMP_NORMAL","MARSHTOMP","POKEMON_TYPE_WATER","POKEMON_TYPE_GROUND","MARSHTOMP_NORMAL",,3.0,3000,172,156,133
"V0260_POKEMON_SWAMPERT","SWAMPERT","POKEMON_TYPE_WATER","POKEMON_TYPE_GROUND",,,3.0,3000,225,208,175
"V0260_POKEMON_SWAMPERT_NORMAL","SWAMPERT","POKEMON_TYPE_WATER","POKEMON_TYPE_GROUND","SWAMPERT_NORMAL",,3.0,3000,225,208,175
"V0261_POKEMON_POOCHYENA","POOCHYENA","POKEMON_TYPE_DARK",,,,1.0,1000,111,96,61
"V0261_POKEMON_POOCHYENA_NORMAL","POOCHYENA","POKEMON_TYPE_DARK",,"POOCHYENA_NORMAL",,1.0,1000,111,96,61
"V0262_POKEMON_MIGHTYENA","MIGHTYENA","POKEMON_TYPE_DARK",,,,1.0,1000,172,171,132
"V0262_POKEMON_MIGHTYENA_NORMAL","MIGHTYENA","POKEMON_TYPE_DARK",,"MIGHTYENA_NORMAL",,1.0,1000,172,171,132
"V0263_POKEMON_ZIGZAGOON","ZIGZAGOON","POKEMON_TYPE_NORMAL",,,,1.0,3000,116,58,80
"V0263_POKEMON_ZIGZAGOON_GALARIAN","ZIGZAGOON","POKEMON_TYPE_DARK","POKEMON_TYPE_NORMAL","ZIGZAGOON_GALARIAN",,1.0,3000,116,58,80
"V0263_POKEMON_ZIGZAGOON_NORMAL","ZIGZAGOON","POKEMON_TYPE_NORMAL",,"ZIGZAGOON_NORMAL",,1.0,3000,116,58,80
"V0264_POKEMON_LINOONE","LINOONE","POKEMON_TYPE_NORMAL",,,,1.0,3000,186,142,128
"V0264_POKEMON_LINOONE_GALARIAN","LINOONE","POKEMON_TYPE_DARK","POKEMON_TYPE_NORMAL","LINOONE_GALARIAN",,1.0,3000,186,142,128
"V0264_POKEMON_LINOONE_NORMAL","LINOONE","POKEMON_TYPE_NORMAL",,"LINOONE_NORMAL",,1.0,3000,186,142,128
"V0265_POKEMON_WURMPLE","WURMPLE","POKEMON_TYPE_BUG",,,,1.0,,128,75,59
"V0266_POKEMON_SILCOON","SILCOON","POKEMON_TYPE_BUG",,,,1.0,,137,60,77
"V0267_POKEMON_BEAUTIFLY","BEAUTIFLY","POKEMON_TYPE_BUG","POKEMON_TYPE_FLYING",,,1.0,,155,189,98
"V0268_POKEMON_CASCOON","CASCOON","POKEMON_TYPE_BUG",,,,1.0,,137,60,77
"V0269_POKEMON_DUSTOX","DUSTOX","POKEMON_TYPE_BUG","POKEMON_TYPE_POISON",,,1.0,,155,98,162
"V0270_POKEMON_LOTAD","LOTAD","POKEMON_TYPE_WATER","POKEMON_TYPE_GRASS",,,3.0,,120,71,77
"V0271_POKEMON_LOMBRE","LOMBRE","POKEMON_TYPE_WATER","POKEMON_TYPE_GRASS",,,3.0,,155,112,119
"V0272_POKEMON_LUDICOLO","LUDICOLO","POKEMON_TYPE_WATER","POKEMON_TYPE_GRASS",,,3.0,,190,173,176
"V0273_POKEMON_SEEDOT","SEEDOT","POKEMON_TYPE_GRASS",,,,3.0,3000,120,71,77
"V0273_POKEMON_SEEDOT_NORMAL","SEEDOT","POKEMON_TYPE_GRASS",,"SEEDOT_NORMAL",,3.0,3000,120,71,77
"V0274_POKEMON_NUZLEAF","NUZLEAF","POKEMON_TYPE_GRASS","POKEMON_TYPE_DARK",,,3.0,3000,172,134,78
"V0274_POKEMON_NUZLEAF_NORMAL","NUZLEAF","POKEMON_TYPE_GRASS","POKEMON_TYPE_DARK","NUZLEAF_NORMAL",,3.0,3000,172,134,78
"V0275_POKEMON_SHIFTRY","SHIFTRY","POKEMON_TYPE_GRASS","POKEMON_TYPE_DARK",,,3.0,3000,207,200,121
"V0275_POKEMON_SHIFTRY_NORMAL","SHIFTRY","POKEMON_TYPE_GRASS","POKEMON_TYPE_DARK","SHIFTRY_NORMAL",,3.0,3000,207,200,121
"V0276_POKEMON_TAILLOW","TAILLOW","POKEMON_TYPE_NORMAL","POKEMON_TYPE_FLYING",,,1.0,3000,120,106,61
"V0277_POKEMON_SWELLOW","SWELLOW","POKEMON_TYPE_NORMAL","POKEMON_TYPE_FLYING",,,1.0,3000,155,185,124
"V0278_POKEMON_WINGULL","WINGULL","POKEMON_TYPE_WATER","POKEMON_TYPE_FLYING",,,3.0,,120,106,61
"V0279_POKEMON_PELIPPER","PELIPPER","POKEMON_TYPE_WATER","POKEMON_TYPE_FLYING",,,3.0,,155,175,174
"V0280_POKEMON_RALTS","RALTS","POKEMON_TYPE_PSYCHIC","POKEMON_TYPE_FAIRY",,,5.0,5000,99,79,59
"V0280_POKEMON_RALTS_NORMAL","RALTS","POKEMON_TYPE_PSYCHIC","POKEMON_TYPE_FAIRY","RALTS_NORMAL",,5.0,5000,99,79,59
"V0281_POKEMON_KIRLIA","KIRLIA","POKEMON_TYPE_PSYCHIC","POKEMON_TYPE_FAIRY",,,5.0,5000,116,117,90
"V0281_POKEMON_KIRLIA_NORMAL","KIRLIA","POKEMON_TYPE_PSYCHIC","POKEMON_TYPE_FAIRY","KIRLIA_NORMAL",,5.0,5000,116,117,90
"V0282_POKEMON_GARDEVOIR","GARDEVOIR","POKEMON_TYPE_PSYCHIC","POKEMON_TYPE_FAIRY",,,5.0,5000,169,237,195
"V0282_POKEMON_GARDEVOIR_NORMAL","GARDEVOIR","POKEMON_TYPE_PSYCHIC","POKEMON_TYPE_FAIRY","GARDEVOIR_NORMAL",,5.0,5000,169,237,195
"V0283_POKEMON_SURSKIT","SURSKIT","POKEMON_TYPE_BUG","POKEMON_TYPE_WATER",,,1.0,,120,93,87
"V0284_POKEMON_MASQUERAIN","MASQUERAIN","POKEMON_TYPE_BUG","POKEMON_TYPE_FLYING",,,1.0,,172,192,150
"V0285_POKEMON_SHROOMISH","SHROOMISH","POKEMON_TYPE_GRASS",,,,3.0,,155,74,110
"V0286_POKEMON_BRELOOM","BRELOOM","POKEMON_TYPE_GRASS","POKEMON_TYPE_FIGHTING",,,3.0,,155,241,144
"V0287_POKEMON_SLAKOTH","SLAKOTH","POKEMON_TYPE_NORMAL",,,,5.0,,155,104,92
"V0288_POKEMON_VIGOROTH","VIGOROTH","POKEMON_TYPE_NORMAL",,,,5.0,,190,159,145
"V0289_POKEMON_SLAKING","SLAKING","POKEMON_TYPE_NORMAL",,,,5.0,,284,290,166
"V0290_POKEMON_NINCADA","NINCADA","POKEMON_TYPE_BUG","POKEMON_TYPE_GROUND",,,5.0,,104,80,126
"V0291_POKEMON_NINJASK","NINJASK","POKEMON_TYPE_BUG","POKEMON_TYPE_FLYING",,,5.0,,156,199,112
"V0292_POKEMON_SHEDINJA","SHEDINJA","POKEMON_TYPE_BUG","POKEMON_TYPE_GHOST",,,5.0,,1,153,73
"V0293_POKEMON_WHISMUR","WHISMUR","POKEMON_TYPE_NORMAL",,,,1.0,1000,162,92,42
"V0293_POKEMON_WHISMUR_NORMAL","WHISMUR","POKEMON_TYPE_NORMAL",,"WHISMUR_NORMAL",,1.0,1000,162,92,42
"V0294_POKEMON_LOUDRED","LOUDRED","POKEMON_TYPE_NORMAL",,,,1.0,1000,197,134,81
"V0294_POKEMON_LOUDRED_NORMAL","LOUDRED","POKEMON_TYPE_NORMAL",,"LOUDRED_NORMAL",,1.0,1000,197,134,81
"V0295_POKEMON_EXPLOUD","EXPLOUD","POKEMON_TYPE_NORMAL",,,,1.0,1000,232,179,137
"V0295_POKEMON_EXPLOUD_NORMAL","EXPLOUD","POKEMON_TYPE_NORMAL",,"EXPLOUD_NORMAL",,1.0,1000,232,179,137
"V0296_POKEMON_MAKUHITA","MAKUHITA","POKEMON_TYPE_FIGHTING",,,,3.0,3000,176,99,54
"V0296_POKEMON_MAKUHITA_NORMAL","MAKUHITA","POKEMON_TYPE_FIGHTING",,"MAKUHITA_NORMAL",,3.0,3000,176,99,54
"V0297_POKEMON_HARIYAMA","HARIYAMA","POKEMON_TYPE_FIGHTING",,,,3.0,3000,302,209,114
"V0297_POKEMON_HARIYAMA_NORMAL","HARIYAMA","POKEMON_TYPE_FIGHTING",,"HARIYAMA_NORMAL",,3.0,3000,302,209,114
"V0298_POKEMON_AZURILL","AZURILL","POKEMON_TYPE_NORMAL","POKEMON_TYPE_FAIRY",,,3.0,,137,36,71
"V0299_POKEMON_NOSEPASS","NOSEPASS","POKEMON_TYPE_ROCK",,,,3.0,3000,102,82,215
"V0299_POKEMON_NOSEPASS_NORMAL","NOSEPASS","POKEMON_TYPE_ROCK",,"NOSEPASS_NORMAL",,3.0,3000,102,82,215
"V0300_POKEMON_SKITTY","SKITTY","POKEMON_TYPE_NORMAL",,,,3.0,,137,84,79
"V0301_POKEMON_DELCATTY","DELCATTY","POKEMON_TYPE_NORMAL",,,,3.0,,172,132,127
"V0302_POKEMON_SABLEYE","SABLEYE","POKEMON_TYPE_DARK","POKEMON_TYPE_GHOST",,,5.0,5000,137,141,136
"V0302_POKEMON_SABLEYE_COSTUME_2020","SABLEYE","POKEMON_TYPE_DARK","POKEMON_TYPE_GHOST","SABLEYE_COSTUME_2020",,5.0,5000,137,141,136
"V0302_POKEMON_SABLEYE_NORMAL","SABLEYE","POKEMON_TYPE_DARK","POKEMON_TYPE_GHOST","SABLEYE_NORMAL",,5.0,5000,137,141,136
"V0303_POKEMON_MAWILE","MAWILE","POKEMON_TYPE_STEEL","POKEMON_TYPE_FAIRY",,,5.0,5000,137,155,141
"V0303_POKEMON_MAWILE_NORMAL","MAWILE","POKEMON_TYPE_STEEL","POKEMON_TYPE_FAIRY","MAWILE_NORMAL",,5.0,5000,137,155,141
"V0304_POKEMON_ARON","ARON","POKEMON_TYPE_STEEL","POKEMON_TYPE_ROCK",,,1.0,1000,137,121,141
"V0304_POKEMON_ARON_NORMAL","ARON","POKEMON_TYPE_STEEL","POKEMON_TYPE_ROCK","ARON_NORMAL",,1.0,1000,137,121,141
"V0305_POKEMON_LAIRON","LAIRON","POKEMON_TYPE_STEEL","POKEMON_TYPE_ROCK",,,1.0,1000,155,158,198
"V0305_POKEMON_LAIRON_NORMAL","LAIRON","POKEMON_TYPE_STEEL","POKEMON_TYPE_ROCK","LAIRON_NORMAL",,1.0,1000,155,158,198
"V0306_POKEMON_AGGRON","AGGRON","POKEMON_TYPE_STEEL","POKEMON_TYPE_ROCK",,,1.0,1000,172,198,257
"V0306_POKEMON_AGGRON_NORMAL","AGGRON","POKEMON_TYPE_STEEL","POKEMON_TYPE_ROCK","AGGRON_NORMAL",,1.0,1000,172,198,257
"V0307_POKEMON_MEDITITE","MEDITITE","POKEMON_TYPE_FIGHTING","POKEMON_TYPE_PSYCHIC",,,3.0,,102,78,107
"V0308_POKEMON_MEDICHAM","MEDICHAM","POKEMON_TYPE_FIGHTING","POKEMON_TYPE_PSYCHIC",,,3.0,,155,121,152
"V0309_POKEMON_ELECTRIKE","ELECTRIKE","POKEMON_TYPE_ELECTRIC",,,,3.0,3000,120,123,78
"V0309_POKEMON_ELECTRIKE_NORMAL","ELECTRIKE","POKEMON_TYPE_ELECTRIC",,"ELECTRIKE_NORMAL",,3.0,3000,120,123,78
"V0310_POKEMON_MANECTRIC","MANECTRIC","POKEMON_TYPE_ELECTRIC",,,,3.0,3000,172,215,127
"V0310_POKEMON_MANECTRIC_NORMAL","MANECTRIC","POKEMON_TYPE_ELECTRIC",,"MANECTRIC_NORMAL",,3.0,3000,172,215,127
"V0311_POKEMON_PLUSLE","PLUSLE","POKEMON_TYPE_ELECTRIC",,,,3.0,,155,167,129
"V0312_POKEMON_MINUN","MINUN","POKEMON_TYPE_ELECTRIC",,,,3.0,,155,147,150
"V0313_POKEMON_VOLBEAT","VOLBEAT","POKEMON_TYPE_BUG",,,,3.0,,163,143,166
"V0314_POKEMON_ILLUMISE","ILLUMISE","POKEMON_TYPE_BUG",,,,3.0,,163,143,166
"V0315_POKEMON_ROSELIA","ROSELIA","POKEMON_TYPE_GRASS","POKEMON_TYPE_POISON",,,3.0,,137,186,131
"V0316_POKEMON_GULPIN","GULPIN","POKEMON_TYPE_POISON",,,,1.0,,172,80,99
"V0317_POKEMON_SWALOT","SWALOT","POKEMON_TYPE_POISON",,,,1.0,,225,140,159
"V0318_POKEMON_CARVANHA","CARVANHA","POKEMON_TYPE_WATER","POKEMON_TYPE_DARK",,,3.0,3000,128,171,39
"V0318_POKEMON_CARVANHA_NORMAL","CARVANHA","POKEMON_TYPE_WATER","POKEMON_TYPE_DARK","CARVANHA_NORMAL",,3.0,3000,128,171,39
"V0319_POKEMON_SHARPEDO","SHARPEDO","POKEMON_TYPE_WATER","POKEMON_TYPE_DARK",,,3.0,3000,172,243,83
"V0319_POKEMON_SHARPEDO_NORMAL","SHARPEDO","POKEMON_TYPE_WATER","POKEMON_TYPE_DARK","SHARPEDO_NORMAL",,3.0,3000,172,243,83
"V0320_POKEMON_WAILMER","WAILMER","POKEMON_TYPE_WATER",,,,1.0,1000,277,136,68
"V0321_POKEMON_WAILORD","WAILORD","POKEMON_TYPE_WATER",,,,1.0,1000,347,175,87
"V0322_POKEMON_NUMEL","NUMEL","POKEMON_TYPE_FIRE","POKEMON_TYPE_GROUND",,,3.0,3000,155,119,79
"V0323_POKEMON_CAMERUPT","CAMERUPT","POKEMON_TYPE_FIRE","POKEMON_TYPE_GROUND",,,3.0,3000,172,194,136
"V0324_POKEMON_TORKOAL","TORKOAL","POKEMON_TYPE_FIRE",,,,3.0,,172,151,203
"V0325_POKEMON_SPOINK","SPOINK","POKEMON_TYPE_PSYCHIC",,,,1.0,1000,155,125,122
"V0326_POKEMON_GRUMPIG","GRUMPIG","POKEMON_TYPE_PSYCHIC",,,,1.0,1000,190,171,188
"V0327_POKEMON_SPINDA","SPINDA","POKEMON_TYPE_NORMAL",,,,3.0,,155,116,116
"V0327_POKEMON_SPINDA_00","SPINDA","POKEMON_TYPE_NORMAL",,"SPINDA_00",,3.0,,155,116,116
"V0327_POKEMON_SPINDA_01","SPINDA","POKEMON_TYPE_NORMAL",,"SPINDA_01",,3.0,,155,116,116
"V0327_POKEMON_SPINDA_02","SPINDA","POKEMON_TYPE_NORMAL",,"SPINDA_02",,3.0,,155,116,116
"V0327_POKEMON_SPINDA_03","SPINDA","POKEMON_TYPE_NORMAL",,"SPINDA_03",,3.0,,155,116,116
"V0327_POKEMON_SPINDA_04","SPINDA","POKEMON_TYPE_NORMAL",,"SPINDA_04",,3.0,,155,116,116
"V0327_POKEMON_SPINDA_05","SPINDA","POKEMON_TYPE_NORMAL",,"SPINDA_05",,3.0,,155,116,116
"V0327_POKEMON_SPINDA_06","SPINDA","POKEMON_TYPE_NORMAL",,"SPINDA_06",,3.0,,155,116,116
"V0327_POKEMON_SPINDA_07","SPINDA","POKEMON_TYPE_NORMAL",,"SPINDA_07",,3.0,,155,116,116
"V0327_POKEMON_SPINDA_08","SPINDA","POKEMON_TYPE_NORMAL",,"SPINDA_08",,3.0,,155,116,116
"V0327_POKEMON_SPINDA_09","SPINDA","POKEMON_TYPE_NORMAL",,"SPINDA_09",,3.0,,155,116,116
"V0327_POKEMON_SPINDA_10","SPINDA","POKEMON_TYPE_NORMAL",,"SPINDA_10",,3.0,,155,116,116
"V0327_POKEMON_SPINDA_11","SPINDA","POKEMON_TYPE_NORMAL",,"SPINDA_11",,3.0,,155,116,116
"V0327_POKEMON_SPINDA_12","SPINDA","POKEMON_TYPE_NORMAL",,"SPINDA_12",,3.0,,155,116,116
"V0327_POKEMON_SPINDA_13","SPINDA","POKEMON_TYPE_NORMAL",,"SPINDA_13",,3.0,,155,116,116
"V0327_POKEMON_SPINDA_14","SPINDA","POKEMON_TYPE_NORMAL",,"SPINDA_14",,3.0,,155,116,116
"V0327_POKEMON_SPINDA_15","SPINDA","POKEMON_TYPE_NORMAL",,"SPINDA_15",,3.0,,155,116,116
"V0327_POKEMON_SPINDA_16","SPINDA","POKEMON_TYPE_NORMAL",,"SPINDA_16",,3.0,,155,116,116
"V0327_POKEMON_SPINDA_17","SPINDA","POKEMON_TYPE_NORMAL",,"SPINDA_17",,3.0,,155,116,116
"V0327_POKEMON_SPINDA_18","SPINDA","POKEMON_TYPE_NORMAL",,"SPINDA_18",,3.0,,155,116,116
"V0327_POKEMON_SPINDA_19","SPINDA","POKEMON_TYPE_NORMAL",,"SPINDA_19",,3.0,,155,116,116
"V0328_POKEMON_TRAPINCH","TRAPINCH","POKEMON_TYPE_GROUND",,,,5.0,5000,128,162,78
"V0328_POKEMON_TRAPINCH_NORMAL","TRAPINCH","POKEMON_TYPE_GROUND",,"TRAPINCH_NORMAL",,5.0,5000,128,162,78
"V0329_POKEMON_VIBRAVA","VIBRAVA","POKEMON_TYPE_GROUND","POKEMON_TYPE_DRAGON",,,5.0,5000,137,134,99
"V0329_POKEMON_VIBRAVA_NORMAL","VIBRAVA","POKEMON_TYPE_GROUND","POKEMON_TYPE_DRAGON","VIBRAVA_NORMAL",,5.0,5000,137,134,99
"V0330_POKEMON_FLYGON","FLYGON","POKEMON_TYPE_GROUND","POKEMON_TYPE_DRAGON",,,5.0,5000,190,205,168
"V0330_POKEMON_FLYGON_NORMAL","FLYGON","POKEMON_TYPE_GROUND","POKEMON_TYPE_DRAGON","FLYGON_NORMAL",,5.0,5000,190,205,168
"V0331_POKEMON_CACNEA","CACNEA","POKEMON_TYPE_GRASS",,,,3.0,3000,137,156,74
"V0331_POKEMON_CACNEA_NORMAL","CACNEA","POKEMON_TYPE_GRASS",,"CACNEA_NORMAL",,3.0,3000,137,156,74
"V0332_POKEMON_CACTURNE","CACTURNE","POKEMON_TYPE_GRASS","POKEMON_TYPE_DARK",,,3.0,3000,172,221,115
"V0332_POKEMON_CACTURNE_NORMAL","CACTURNE","POKEMON_TYPE_GRASS","POKEMON_TYPE_DARK","CACTURNE_NORMAL",,3.0,3000,172,221,115
"V0333_POKEMON_SWABLU","SWABLU","POKEMON_TYPE_NORMAL","POKEMON_TYPE_FLYING",,,1.0,,128,76,132
"V0334_POKEMON_ALTARIA","ALTARIA","POKEMON_TYPE_DRAGON","POKEMON_TYPE_FLYING",,,1.0,,181,141,201
"V0335_POKEMON_ZANGOOSE","ZANGOOSE","POKEMON_TYPE_NORMAL",,,,3.0,,177,222,124
"V0336_POKEMON_SEVIPER","SEVIPER","POKEMON_TYPE_POISON",,,,3.0,,177,196,118
"V0337_POKEMON_LUNATONE","LUNATONE","POKEMON_TYPE_ROCK","POKEMON_TYPE_PSYCHIC",,,3.0,,207,178,153
"V0338_POKEMON_SOLROCK","SOLROCK","POKEMON_TYPE_ROCK","POKEMON_TYPE_PSYCHIC",,,3.0,,207,178,153
"V0339_POKEMON_BARBOACH","BARBOACH","POKEMON_TYPE_WATER","POKEMON_TYPE_GROUND",,,1.0,1000,137,93,82
"V0340_POKEMON_WHISCASH","WHISCASH","POKEMON_TYPE_WATER","POKEMON_TYPE_GROUND",,,1.0,1000,242,151,141
"V0341_POKEMON_CORPHISH","CORPHISH","POKEMON_TYPE_WATER",,,,3.0,3000,125,141,99
"V0342_POKEMON_CRAWDAUNT","CRAWDAUNT","POKEMON_TYPE_WATER","POKEMON_TYPE_DARK",,,3.0,3000,160,224,142
"V0343_POKEMON_BALTOY","BALTOY","POKEMON_TYPE_GROUND","POKEMON_TYPE_PSYCHIC",,,3.0,,120,77,124
"V0344_POKEMON_CLAYDOL","CLAYDOL","POKEMON_TYPE_GROUND","POKEMON_TYPE_PSYCHIC",,,3.0,,155,140,229
"V0345_POKEMON_LILEEP","LILEEP","POKEMON_TYPE_ROCK","POKEMON_TYPE_GRASS",,,3.0,3000,165,105,150
"V0345_POKEMON_LILEEP_NORMAL","LILEEP","POKEMON_TYPE_ROCK","POKEMON_TYPE_GRASS","LILEEP_NORMAL",,3.0,3000,165,105,150
"V0346_POKEMON_CRADILY","CRADILY","POKEMON_TYPE_ROCK","POKEMON_TYPE_GRASS",,,3.0,3000,200,152,194
"V0346_POKEMON_CRADILY_NORMAL","CRADILY","POKEMON_TYPE_ROCK","POKEMON_TYPE_GRASS","CRADILY_NORMAL",,3.0,3000,200,152,194
"V0347_POKEMON_ANORITH","ANORITH","POKEMON_TYPE_ROCK","POKEMON_TYPE_BUG",,,3.0,3000,128,176,100
"V0347_POKEMON_ANORITH_NORMAL","ANORITH","POKEMON_TYPE_ROCK","POKEMON_TYPE_BUG","ANORITH_NORMAL",,3.0,3000,128,176,100
"V0348_POKEMON_ARMALDO","ARMALDO","POKEMON_TYPE_ROCK","POKEMON_TYPE_BUG",,,3.0,3000,181,222,174
"V0348_POKEMON_ARMALDO_NORMAL","ARMALDO","POKEMON_TYPE_ROCK","POKEMON_TYPE_BUG","ARMALDO_NORMAL",,3.0,3000,181,222,174
"V0349_POKEMON_FEEBAS","FEEBAS","POKEMON_TYPE_WATER",,,,5.0,5000,85,29,85
"V0350_POKEMON_MILOTIC","MILOTIC","POKEMON_TYPE_WATER",,,,5.0,5000,216,192,219
"V0351_POKEMON_CASTFORM","CASTFORM","POKEMON_TYPE_NORMAL",,,,5.0,,172,139,139
"V0351_POKEMON_CASTFORM_NORMAL","CASTFORM","POKEMON_TYPE_NORMAL",,"CASTFORM_NORMAL",,5.0,,172,139,139
"V0351_POKEMON_CASTFORM_RAINY","CASTFORM","POKEMON_TYPE_WATER",,"CASTFORM_RAINY",,5.0,,172,139,139
"V0351_POKEMON_CASTFORM_SNOWY","CASTFORM","POKEMON_TYPE_ICE",,"CASTFORM_SNOWY",,5.0,,172,139,139
"V0351_POKEMON_CASTFORM_SUNNY","CASTFORM","POKEMON_TYPE_FIRE",,"CASTFORM_SUNNY",,5.0,,172,139,139
"V0352_POKEMON_KECLEON","KECLEON","POKEMON_TYPE_NORMAL",,,,5.0,,155,161,189
"V0353_POKEMON_SHUPPET","SHUPPET","POKEMON_TYPE_GHOST",,,,3.0,3000,127,138,65
"V0353_POKEMON_SHUPPET_NORMAL","SHUPPET","POKEMON_TYPE_GHOST",,"SHUPPET_NORMAL",,3.0,3000,127,138,65
"V0354_POKEMON_BANETTE","BANETTE","POKEMON_TYPE_GHOST",,,,3.0,3000,162,218,126
"V0354_POKEMON_BANETTE_NORMAL","BANETTE","POKEMON_TYPE_GHOST",,"BANETTE_NORMAL",,3.0,3000,162,218,126
"V0355_POKEMON_DUSKULL","DUSKULL","POKEMON_TYPE_GHOST",,,,3.0,3000,85,70,162
"V0355_POKEMON_DUSKULL_NORMAL","DUSKULL","POKEMON_TYPE_GHOST",,"DUSKULL_NORMAL",,3.0,3000,85,70,162
"V0356_POKEMON_DUSCLOPS","DUSCLOPS","POKEMON_TYPE_GHOST",,,,3.0,3000,120,124,234
"V0356_POKEMON_DUSCLOPS_NORMAL","DUSCLOPS","POKEMON_TYPE_GHOST",,"DUSCLOPS_NORMAL",,3.0,3000,120,124,234
"V0357_POKEMON_TROPIUS","TROPIUS","POKEMON_TYPE_GRASS","POKEMON_TYPE_FLYING",,,5.0,,223,136,163
"V0358_POKEMON_CHIMECHO","CHIMECHO","POKEMON_TYPE_PSYCHIC",,,,5.0,,181,175,170
"V0359_POKEMON_ABSOL","ABSOL","POKEMON_TYPE_DARK",,,,5.0,5000,163,246,120
"V0359_POKEMON_ABSOL_NORMAL","ABSOL","POKEMON_TYPE_DARK",,"ABSOL_NORMAL",,5.0,5000,163,246,120
"V0360_POKEMON_WYNAUT","WYNAUT","POKEMON_TYPE_PSYCHIC",,,,3.0,,216,41,86
"V0361_POKEMON_SNORUNT","SNORUNT","POKEMON_TYPE_ICE",,,,3.0,3000,137,95,95
"V0362_POKEMON_GLALIE","GLALIE","POKEMON_TYPE_ICE",,,,3.0,3000,190,162,162
"V0363_POKEMON_SPHEAL","SPHEAL","POKEMON_TYPE_ICE","POKEMON_TYPE_WATER",,,3.0,3000,172,95,90
"V0363_POKEMON_SPHEAL_NORMAL","SPHEAL","POKEMON_TYPE_ICE","POKEMON_TYPE_WATER","SPHEAL_NORMAL",,3.0,3000,172,95,90
"V0364_POKEMON_SEALEO","SEALEO","POKEMON_TYPE_ICE","POKEMON_TYPE_WATER",,,3.0,3000,207,137,132
"V0364_POKEMON_SEALEO_NORMAL","SEALEO","POKEMON_TYPE_ICE","POKEMON_TYPE_WATER","SEALEO_NORMAL",,3.0,3000,207,137,132
"V0365_POKEMON_WALREIN","WALREIN","POKEMON_TYPE_ICE","POKEMON_TYPE_WATER",,,3.0,3000,242,182,176
"V0365_POKEMON_WALREIN_NORMAL","WALREIN","POKEMON_TYPE_ICE","POKEMON_TYPE_WATER","WALREIN_NORMAL",,3.0,3000,242,182,176
"V0366_POKEMON_CLAMPERL","CLAMPERL","POKEMON_TYPE_WATER",,,,3.0,,111,133,135
"V0367_POKEMON_HUNTAIL","HUNTAIL","POKEMON_TYPE_WATER",,,,3.0,,146,197,179
"V0368_POKEMON_GOREBYSS","GOREBYSS","POKEMON_TYPE_WATER",,,,3.0,,146,211,179
"V0369_POKEMON_RELICANTH","RELICANTH","POKEMON_TYPE_WATER","POKEMON_TYPE_ROCK",,,5.0,,225,162,203
"V0370_POKEMON_LUVDISC","LUVDISC","POKEMON_TYPE_WATER",,,,3.0,,125,81,128
"V0371_POKEMON_BAGON","BAGON","POKEMON_TYPE_DRAGON",,,,5.0,5000,128,134,93
"V0371_POKEMON_BAGON_NORMAL","BAGON","POKEMON_TYPE_DRAGON",,"BAGON_NORMAL",,5.0,5000,128,134,93
"V0372_POKEMON_SHELGON","SHELGON","POKEMON_TYPE_DRAGON",,,,5.0,5000,163,172,155
"V0372_POKEMON_SHELGON_NORMAL","SHELGON","POKEMON_TYPE_DRAGON",,"SHELGON_NORMAL",,5.0,5000,163,172,155
